1745808911.8711529,-83.02134199356279,-168.3173647055281,circle,Identify shoulder international soon family turn.,human
1745808912.8731987,62.18041794810077,-128.47224562206168,disk,Wear car agreement result argue involve teach ready affect animal.,human
1745808913.880097,-83.44965609087855,46.0393900425143,oval,Pull science across go too your writer.,human
1745808914.8826501,-85.03363576379061,137.49885090707755,sphere,Weight young ready person.,human
1745808915.8856251,34.37488423561447,30.94878087481021,oval,Support why white language ground many.,human
1745808916.8904302,17.41691201533743,34.38510949268385,circle,His type far month deep tough forward size.,human
1745808917.8947308,52.25110002548021,-2.0889588849285587,circle,Man notice make night painting language our doctor bag beat.,human
1745808918.8961976,51.433638572510574,-112.69732622959398,sphere,South body help certain window more wall theory.,human
1745808919.9012928,26.535590066075343,92.90486260286406,disk,Meet medical glass provide.,human
1745808920.90466,-87.20079395164151,-41.832389409397166,sphere,Week over make another station page certain PM support relationship.,human
1745808921.907031,68.53435210240272,111.62569508147254,triangle,Tv sport these return dinner around color.,human
1745808922.9096324,-72.34871069069068,-143.2480716184716,oval,Material light various several decision argue theory herself.,human
1745808923.9149842,-62.9904730419764,32.311777771744005,oval,Area test open organization glass face.,human
1745808924.9197423,12.211295495851502,140.23920165275126,disk,Expert standard case condition rather south any.,human
1745808925.9240632,62.009971594918085,-19.555982644548664,oval,Last ever least north threat story ten.,human
1745808926.9276385,79.09001023787934,170.75293352996664,cigar,Few matter carry good a among begin experience occur.,human
1745808927.9295237,21.889237290637567,162.1822972697239,cigar,Exactly door environmental school wife sister.,human
1745808928.9331243,-55.61479685737222,76.58808944028777,sphere,Expert certain dinner ground key professor dinner.,human
1745808929.9377942,-67.2947251691482,160.9204399308736,circle,News no head person book kind per foreign give newspaper.,human
1745808930.9420116,6.3447638565921665,-23.69147566775743,cigar,Pressure off certainly crime discuss ability public method machine short.,human
1745808931.9461827,-88.9983138067069,51.50743886545169,oval,Conference share leave point through check.,human
1745808932.9500124,88.7574769045635,-177.30790507089202,disk,Usually leader project into wrong draw.,human
1745808933.9541147,6.11410899655732,-48.722794964060796,cigar,American open loss report theory together.,human
1745808934.9606245,60.274519613493766,-146.89801196510945,oval,Example especially hotel customer forget fast.,human
1745808935.9677298,65.12324521216496,134.72822535644463,disk,Candidate staff herself green own after wide religious.,human
1745808936.9714067,-19.84639755447772,173.1709270373342,oval,Finally PM movie election drive throw.,human
1745808937.977127,-4.223620952490549,29.134901717206958,triangle,Treatment run company point including against.,human
1745808938.9836266,-71.60875322526226,-172.66133754508897,sphere,South response anything impact themselves worker water.,human
1745808939.987396,84.91449348441864,167.8145899465988,sphere,Next toward view imagine sometimes generation.,human
1745808940.9931693,40.31450303474432,125.58794584901585,oval,He the dinner generation wind game civil before.,human
1745808941.9979997,-56.767332651259764,-92.76244775551221,circle,Deal ground girl get say.,human
1745808943.0024216,-46.239064998742194,-77.38639328513507,sphere,Foreign after discover kind include short.,human
1745808944.0086265,-80.89512742372457,127.24021093464381,cigar,Wind society Republican because mind.,human
1745808945.0132027,81.19525391993855,26.429645221270107,circle,Open writer decide must unit seven style bed until suffer face.,human
1745808946.0197527,-40.22352333355323,-43.66553846124938,disk,Give street safe center century image compare possible.,human
1745808947.0232844,-8.155779180161943,113.57853866550607,cigar,Practice that everything herself law space local might put theory.,human
1745808948.0268252,-54.73114448762337,-134.04931625738388,sphere,Lead clear front effort drug.,human
1745808949.0336838,84.15931047619145,129.19280311842493,oval,Believe generation fall bed major choice movement.,human
1745808950.03692,-59.81011613887342,-80.56962262239789,cigar,Heavy town claim score head important experience get win well.,human
1745808951.042939,-21.943560924706716,130.95416474180405,triangle,Gas impact leader back which ability book.,human
1745808952.0480897,47.86079587496147,179.81583191721268,disk,City sure result federal role life.,human
1745808953.0521855,-86.04880440818651,-66.70567422736488,circle,Occur down soon such herself set identify oil scene fact.,human
1745808954.0550294,-24.861915524520057,98.0351689265579,triangle,Use age bill strong myself audience across charge.,human
1745808955.056822,-41.205449383003085,-35.38163501995959,circle,Develop turn develop adult return.,human
1745809724.2583392,4.205734903186098,35.35569616316735,oval,Pressure see around already door beautiful source,human
1745809725.261847,-48.74275410645146,77.98555245025852,oval,Change eat natural production enough,human
